"DeviceID","DeviceType","Model","Location","HealthStatus","UptimeDays","FirmwareVersion","LastSeen","CPUUtilization","MemoryUtilization","PortUtilization"
"NET-0410","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","16","17.8.4","2026-02-19 05:52:42","71","22","0"
"NET-0411","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","25","17.6.1","2026-02-19 09:52:42","51","73","0"
"NET-0412","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","27","17.7.1","2026-02-19 06:52:42","69","79","0"
"NET-0413","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","364","17.8.3","2026-02-19 06:52:42","21","60","0"
"NET-0414","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Warning","142","17.6.4","2026-02-19 11:52:42","45","38","0"
"NET-0415","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Warning","283","17.6.1","2026-02-19 00:52:42","33","29","0"
"NET-0416","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","38","17.6.2","2026-02-18 19:52:42","65","53","0"
"NET-0417","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","235","17.7.3","2026-02-19 12:52:42","29","77","0"
"NET-0418","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","355","17.6.3","2026-02-18 17:52:42","21","64","0"
"NET-0419","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","154","17.6.3","2026-02-19 13:52:42","54","70","0"
"NET-0420","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","169","17.8.4","2026-02-18 22:52:42","48","56","0"
"NET-0421","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","171","17.6.2","2026-02-18 21:52:42","43","75","0"
"NET-0422","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","260","17.8.4","2026-02-19 03:52:42","40","62","0"
"NET-0423","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","60","17.7.1","2026-02-19 15:52:42","20","69","0"
"NET-0424","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","361","17.6.3","2026-02-19 14:52:42","44","53","0"
"NET-0425","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","313","17.8.1","2026-02-19 13:52:42","70","49","0"
"NET-0426","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","312","17.7.2","2026-02-19 13:52:42","54","51","0"
"NET-0427","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","212","17.8.4","2026-02-19 00:52:42","10","66","0"
"NET-0428","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","313","17.8.4","2026-02-18 18:52:42","47","26","0"
"NET-0429","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","327","17.6.1","2026-02-19 12:52:42","27","73","0"
"NET-0430","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","154","17.7.2","2026-02-18 17:52:42","21","59","0"
"NET-0431","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","322","17.6.4","2026-02-19 14:52:42","64","40","0"
"NET-0432","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","139","17.7.3","2026-02-19 10:52:42","65","68","0"
"NET-0433","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","351","17.8.2","2026-02-18 18:52:42","21","33","0"
"NET-0434","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","163","17.8.1","2026-02-18 20:52:42","26","43","0"
"NET-0435","Access Point","Cisco Catalyst 9120AXI","Foster HS","Warning","47","17.6.2","2026-02-19 16:52:42","11","77","0"
"NET-0436","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","61","17.6.1","2026-02-18 18:52:42","55","69","0"
"NET-0437","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","106","17.7.4","2026-02-19 10:52:42","35","63","0"
"NET-0438","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","268","17.8.4","2026-02-19 13:52:42","13","42","0"
"NET-0439","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","56","17.6.3","2026-02-19 11:52:42","69","59","0"
"NET-0440","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","208","17.8.4","2026-02-19 03:52:42","18","72","0"
"NET-0441","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","215","17.7.1","2026-02-19 14:52:42","64","39","0"
"NET-0442","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","89","17.6.1","2026-02-19 00:52:42","34","67","0"
"NET-0443","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","30","17.7.3","2026-02-19 03:52:42","53","37","0"
"NET-0444","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Warning","96","17.6.4","2026-02-18 21:52:42","39","52","0"
"NET-0445","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","48","17.6.2","2026-02-19 11:52:42","34","46","0"
"NET-0446","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","27","17.6.2","2026-02-18 17:52:42","48","61","0"
"NET-0447","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","15","17.6.4","2026-02-18 19:52:42","23","52","0"
"NET-0448","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","216","17.6.4","2026-02-19 04:52:42","59","34","0"
"NET-0449","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","276","17.7.3","2026-02-19 05:52:42","38","79","0"
"NET-0450","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","178","17.6.1","2026-02-19 07:52:42","63","57","0"
"NET-0451","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","119","17.7.2","2026-02-19 13:52:42","34","32","0"
"NET-0452","Access Point","Cisco Catalyst 9120AXI","Central HS","Critical","167","17.8.3","2026-02-18 17:52:42","24","23","0"
"NET-0453","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","26","17.7.1","2026-02-19 01:52:42","68","33","0"
"NET-0454","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","35","17.8.3","2026-02-18 21:52:42","39","70","0"
"NET-0455","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","11","17.6.4","2026-02-19 02:52:42","43","63","0"
"NET-0456","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","136","17.7.3","2026-02-19 16:52:42","65","51","0"
"NET-0457","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","337","17.6.2","2026-02-19 00:52:42","29","51","0"
"NET-0458","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Warning","325","17.8.1","2026-02-18 21:52:42","48","35","0"
"NET-0459","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","48","17.6.4","2026-02-19 16:52:42","69","61","0"
"NET-0460","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","297","17.6.2","2026-02-18 23:52:42","71","23","0"
"NET-0461","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","64","17.8.1","2026-02-19 05:52:42","71","69","0"
"NET-0462","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","254","17.7.2","2026-02-19 13:52:42","18","78","0"
"NET-0463","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","145","17.8.3","2026-02-18 23:52:42","10","45","0"
"NET-0464","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","342","17.8.3","2026-02-19 04:52:42","25","46","0"
"NET-0465","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Warning","138","17.8.4","2026-02-19 04:52:42","20","69","0"
"NET-0466","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","121","17.6.4","2026-02-18 21:52:42","50","67","0"
"NET-0467","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","100","17.8.4","2026-02-19 00:52:42","22","45","0"
"NET-0468","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","128","17.6.3","2026-02-19 01:52:42","37","57","0"
"NET-0469","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","283","17.6.2","2026-02-19 01:52:42","26","44","0"
"NET-0470","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","187","17.8.1","2026-02-18 20:52:42","62","52","0"
"NET-0471","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","107","17.6.2","2026-02-19 07:52:42","63","54","0"
"NET-0472","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","251","17.7.2","2026-02-18 18:52:42","10","66","0"
"NET-0473","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","68","17.6.4","2026-02-19 10:52:42","72","44","0"
"NET-0474","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","10","17.8.3","2026-02-19 07:52:42","19","36","0"
"NET-0475","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","237","17.6.1","2026-02-19 08:52:42","29","64","0"
"NET-0476","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","38","17.7.3","2026-02-19 06:52:42","74","76","0"
"NET-0477","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","111","17.6.3","2026-02-18 18:52:42","11","37","0"
"NET-0478","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","102","17.8.1","2026-02-18 23:52:42","38","38","0"
"NET-0479","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","180","17.8.3","2026-02-19 13:52:42","43","31","0"
"NET-0480","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","143","17.7.4","2026-02-19 03:52:42","35","65","0"
"NET-0481","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","332","17.6.1","2026-02-18 17:52:42","38","52","0"
"NET-0482","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","25","17.7.2","2026-02-19 16:52:42","51","36","0"
"NET-0483","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","270","17.8.3","2026-02-18 23:52:42","48","52","0"
"NET-0484","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Warning","44","17.7.1","2026-02-19 03:52:42","15","65","0"
"NET-0485","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","206","17.6.3","2026-02-19 07:52:42","48","66","0"
"NET-0486","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","270","17.7.3","2026-02-19 06:52:42","58","66","0"
"NET-0487","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","182","17.8.1","2026-02-19 06:52:42","13","67","0"
"NET-0488","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Warning","125","17.7.2","2026-02-19 00:52:42","58","34","0"
"NET-0489","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","185","17.8.1","2026-02-18 18:52:42","61","60","0"
"NET-0490","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","193","17.6.3","2026-02-18 23:52:42","73","63","0"
"NET-0491","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","14","17.8.1","2026-02-18 20:52:42","28","57","0"
"NET-0492","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","8","17.8.2","2026-02-19 14:52:42","11","38","0"
"NET-0493","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","79","17.6.3","2026-02-19 10:52:42","39","24","0"
"NET-0494","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","134","17.6.1","2026-02-19 01:52:42","48","52","0"
"NET-0495","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","169","17.8.3","2026-02-19 08:52:42","57","77","0"
"NET-0496","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","197","17.6.2","2026-02-18 21:52:42","63","43","0"
"NET-0497","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","113","17.8.2","2026-02-19 15:52:42","35","44","0"
"NET-0498","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","50","17.6.4","2026-02-18 21:52:42","46","35","0"
"NET-0499","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","39","17.6.4","2026-02-19 14:52:42","68","70","0"
"NET-0500","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","126","17.7.3","2026-02-18 19:52:42","59","34","0"
"NET-0501","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","239","17.6.3","2026-02-18 18:52:42","71","74","0"
"NET-0502","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","191","17.7.1","2026-02-18 17:52:42","22","49","0"
"NET-0503","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","288","17.7.4","2026-02-19 16:52:42","18","66","0"
"NET-0504","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Critical","115","17.7.3","2026-02-19 07:52:42","14","72","0"
"NET-0505","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","195","17.6.4","2026-02-19 07:52:42","58","42","0"
"NET-0506","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","235","17.7.2","2026-02-19 01:52:42","28","61","0"
"NET-0507","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","28","17.6.2","2026-02-19 08:52:42","53","22","0"
"NET-0508","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","17","17.7.3","2026-02-18 21:52:42","53","27","0"
"NET-0509","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","217","17.7.4","2026-02-19 06:52:42","14","52","0"
"NET-0510","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","214","17.6.1","2026-02-19 01:52:42","20","45","0"
"NET-0511","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","132","17.8.3","2026-02-19 13:52:42","66","22","0"
"NET-0512","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","276","17.6.1","2026-02-19 00:52:42","52","24","0"
"NET-0513","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","254","17.8.2","2026-02-19 01:52:42","42","30","0"
"NET-0514","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","309","17.8.3","2026-02-19 08:52:42","69","77","0"
"NET-0515","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","241","17.7.1","2026-02-18 19:52:42","37","58","0"
"NET-0516","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Warning","135","17.8.1","2026-02-19 16:52:42","22","45","0"
"NET-0517","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","20","17.6.2","2026-02-19 16:52:42","69","73","0"
"NET-0518","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Warning","301","17.8.2","2026-02-19 09:52:42","57","69","0"
"NET-0519","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","178","17.6.2","2026-02-19 02:52:42","37","40","0"
"NET-0520","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","124","17.8.3","2026-02-18 17:52:42","55","21","0"
"NET-0521","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","311","17.6.4","2026-02-19 04:52:42","73","73","0"
"NET-0522","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Warning","336","17.8.2","2026-02-19 12:52:42","32","54","0"
"NET-0523","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","95","17.7.1","2026-02-19 05:52:42","32","46","0"
"NET-0524","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","117","17.8.4","2026-02-19 04:52:42","25","67","0"
"NET-0525","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","116","17.8.2","2026-02-19 02:52:42","35","77","0"
"NET-0526","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","130","17.7.2","2026-02-19 10:52:42","55","60","0"
"NET-0527","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","56","17.7.2","2026-02-19 15:52:42","67","70","0"
"NET-0528","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","80","17.6.1","2026-02-19 00:52:42","32","33","0"
"NET-0529","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","136","17.6.4","2026-02-19 07:52:42","34","24","0"
"NET-0530","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","238","17.6.4","2026-02-19 04:52:42","38","71","0"
"NET-0531","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","302","17.7.4","2026-02-19 15:52:42","28","63","0"
"NET-0532","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","328","17.7.2","2026-02-19 04:52:42","23","78","0"
"NET-0533","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","41","17.6.4","2026-02-18 18:52:42","13","58","0"
"NET-0534","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","330","17.8.2","2026-02-19 11:52:42","58","52","0"
"NET-0535","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Warning","140","17.7.4","2026-02-19 11:52:42","12","33","0"
"NET-0536","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","302","17.7.4","2026-02-19 06:52:42","34","25","0"
"NET-0537","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","193","17.6.4","2026-02-19 10:52:42","74","47","0"
"NET-0538","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","361","17.6.1","2026-02-19 16:52:42","26","77","0"
"NET-0539","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","44","17.8.1","2026-02-19 01:52:42","66","61","0"
"NET-0540","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","343","17.7.1","2026-02-18 23:52:42","72","37","0"
"NET-0541","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","309","17.7.2","2026-02-19 13:52:42","17","75","0"
"NET-0542","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","153","17.7.4","2026-02-18 20:52:42","54","60","0"
"NET-0543","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","175","17.8.2","2026-02-19 15:52:42","25","54","0"
"NET-0544","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Healthy","177","17.7.3","2026-02-19 01:52:42","36","76","0"
"NET-0545","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","312","17.7.1","2026-02-18 21:52:42","12","33","0"
"NET-0546","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","259","17.8.3","2026-02-18 23:52:42","53","67","0"
"NET-0547","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","318","17.8.1","2026-02-19 06:52:42","37","37","0"
"NET-0548","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","277","17.8.2","2026-02-18 18:52:42","54","27","0"
"NET-0549","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","314","17.6.3","2026-02-19 04:52:42","24","75","0"
"NET-0550","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","337","17.7.1","2026-02-19 16:52:42","27","22","0"
"NET-0551","Access Point","Cisco Catalyst 9120AXI","Hillwood MS","Healthy","211","17.8.3","2026-02-19 07:52:42","30","69","0"
"NET-0552","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Warning","201","17.7.4","2026-02-19 00:52:42","22","28","0"
"NET-0553","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","48","17.8.4","2026-02-19 03:52:42","45","31","0"
"NET-0554","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Warning","118","17.7.4","2026-02-18 17:52:42","50","75","0"
"NET-0555","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","336","17.6.4","2026-02-19 07:52:42","37","64","0"
"NET-0556","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","282","17.7.3","2026-02-18 23:52:42","17","20","0"
"NET-0557","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","78","17.6.1","2026-02-19 08:52:42","66","75","0"
"NET-0558","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","144","17.8.4","2026-02-19 10:52:42","54","62","0"
"NET-0559","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","4","17.8.1","2026-02-19 07:52:42","23","32","0"
"NET-0560","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","212","17.8.3","2026-02-19 04:52:42","71","30","0"
"NET-0561","Access Point","Cisco Catalyst 9120AXI","Shady Grove Elem","Healthy","225","17.7.2","2026-02-19 09:52:42","20","74","0"
"NET-0562","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","332","17.6.2","2026-02-19 11:52:42","43","33","0"
"NET-0563","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","280","17.8.2","2026-02-18 21:52:42","46","40","0"
"NET-0564","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","212","17.8.1","2026-02-19 13:52:42","31","38","0"
"NET-0565","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","355","17.7.1","2026-02-18 21:52:42","57","51","0"
"NET-0566","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","47","17.6.1","2026-02-18 19:52:42","27","78","0"
"NET-0567","Access Point","Cisco Catalyst 9120AXI","Transportation Center","Critical","79","17.8.4","2026-02-19 05:52:42","18","48","0"
"NET-0568","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","149","17.8.1","2026-02-19 03:52:42","42","57","0"
"NET-0569","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","141","17.7.2","2026-02-19 10:52:42","40","72","0"
"NET-0570","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","47","17.6.2","2026-02-19 11:52:42","49","59","0"
"NET-0571","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","197","17.7.1","2026-02-18 22:52:42","31","41","0"
"NET-0572","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","121","17.8.2","2026-02-19 11:52:42","29","66","0"
"NET-0573","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","346","17.6.4","2026-02-19 09:52:42","50","38","0"
"NET-0574","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","222","17.8.3","2026-02-18 19:52:42","60","48","0"
"NET-0575","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","37","17.6.3","2026-02-19 16:52:42","35","54","0"
"NET-0576","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","204","17.6.2","2026-02-19 16:52:42","55","43","0"
"NET-0577","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","104","17.7.1","2026-02-19 16:52:42","54","24","0"
"NET-0578","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","268","17.6.4","2026-02-19 10:52:42","61","63","0"
"NET-0579","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","352","17.6.3","2026-02-19 06:52:42","74","37","0"
"NET-0580","Access Point","Cisco Catalyst 9120AXI","Keller HS","Healthy","29","17.6.4","2026-02-18 19:52:42","71","54","0"
"NET-0581","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","188","17.6.3","2026-02-19 06:52:42","40","41","0"
"NET-0582","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","7","17.6.3","2026-02-18 23:52:42","26","52","0"
"NET-0583","Access Point","Cisco Catalyst 9120AXI","Liberty Elem","Healthy","305","17.8.3","2026-02-18 23:52:42","64","60","0"
"NET-0584","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","29","17.8.3","2026-02-18 23:52:42","58","46","0"
"NET-0585","Access Point","Cisco Catalyst 9120AXI","North Star Elem","Healthy","179","17.8.4","2026-02-18 23:52:42","42","51","0"
"NET-0586","Access Point","Cisco Catalyst 9120AXI","Trinity Springs MS","Healthy","156","17.8.4","2026-02-18 17:52:42","66","37","0"
"NET-0587","Access Point","Cisco Catalyst 9120AXI","Ridgeview Elem","Healthy","46","17.7.3","2026-02-19 00:52:42","55","63","0"
"NET-0588","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","39","17.6.1","2026-02-18 17:52:42","41","67","0"
"NET-0589","Access Point","Cisco Catalyst 9120AXI","Keller HS","Warning","262","17.6.4","2026-02-18 21:52:42","33","60","0"
"NET-0590","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","179","17.6.3","2026-02-19 09:52:42","27","73","0"
"NET-0591","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","24","17.7.4","2026-02-19 04:52:42","62","27","0"
"NET-0592","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","122","17.8.4","2026-02-19 05:52:42","70","49","0"
"NET-0593","Access Point","Cisco Catalyst 9120AXI","Willis Lane Elem","Healthy","135","17.8.4","2026-02-19 02:52:42","52","67","0"
"NET-0594","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","329","17.7.1","2026-02-18 22:52:42","32","66","0"
"NET-0595","Access Point","Cisco Catalyst 9120AXI","Bear Creek MS","Healthy","353","17.8.3","2026-02-19 03:52:42","30","79","0"
"NET-0596","Access Point","Cisco Catalyst 9120AXI","Timber Creek HS","Healthy","350","17.7.3","2026-02-19 10:52:42","51","64","0"
"NET-0597","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","285","17.7.4","2026-02-19 13:52:42","10","42","0"
"NET-0598","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","267","17.6.4","2026-02-19 07:52:42","22","41","0"
"NET-0599","Access Point","Cisco Catalyst 9120AXI","Florence Elem","Healthy","45","17.7.4","2026-02-18 19:52:42","25","38","0"
"NET-0600","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Healthy","324","17.8.4","2026-02-19 05:52:42","19","60","0"
"NET-0601","Access Point","Cisco Catalyst 9120AXI","Indian Springs MS","Healthy","53","17.7.3","2026-02-19 16:52:42","52","28","0"
"NET-0602","Access Point","Cisco Catalyst 9120AXI","Parkview Elem","Healthy","117","17.8.2","2026-02-19 16:52:42","45","47","0"
"NET-0603","Access Point","Cisco Catalyst 9120AXI","Willowbrook Elem","Healthy","139","17.8.2","2026-02-18 21:52:42","24","60","0"
"NET-0604","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","349","17.6.1","2026-02-18 23:52:42","52","68","0"
"NET-0605","Access Point","Cisco Catalyst 9120AXI","Stadium Complex","Healthy","123","17.8.4","2026-02-19 15:52:42","46","54","0"
"NET-0606","Access Point","Cisco Catalyst 9120AXI","Basswood Elem","Healthy","239","17.6.2","2026-02-19 11:52:42","46","48","0"
"NET-0607","Access Point","Cisco Catalyst 9120AXI","Foster HS","Healthy","270","17.6.4","2026-02-19 07:52:42","22","78","0"
"NET-0608","Access Point","Cisco Catalyst 9120AXI","Central HS","Healthy","182","17.6.2","2026-02-18 21:52:42","44","68","0"
"NET-0609","Access Point","Cisco Catalyst 9120AXI","Administrative Center","Healthy","9","17.6.1","2026-02-18 18:52:42","14","44","0"
"NET-0610","Access Point","Cisco Catalyst 9120AXI","Parkwood Elem","Healthy","30","17.6.1","2026-02-19 00:52:42","73","37","0"
"NET-0611","Access Point","Cisco Catalyst 9120AXI","Timberview MS","Warning","85","17.8.1","2026-02-19 03:52:42","67","63","0"
