"WeekStartDate","Campus","GradeBand","Capacity","TotalEnrolled","CapacityUtilPct","NewTransfersIn","TransfersOut","ActiveAccountsPct"
"2025-10-16","Parkview Elem","Elementary","720","613","85","0","0","98.8"
"2025-10-16","Liberty Elem","Elementary","710","630","89","2","1","98.1"
"2025-10-16","North Star Elem","Elementary","700","616","88","0","2","99"
"2025-10-16","Ridgeview Elem","Elementary","690","586","85","4","2","98"
"2025-10-16","Hidden Lakes Elem","Elementary","680","611","90","3","1","98.5"
"2025-10-16","Bluebonnet Elem","Elementary","670","595","89","0","1","99.8"
"2025-10-23","Keller HS","High School","2800","2490","89","3","1","98.3"
"2025-10-23","Timber Creek HS","High School","2700","2361","87","4","0","98.8"
"2025-10-23","Central HS","High School","2600","2281","88","4","0","99.6"
"2025-10-23","Foster HS","High School","2500","2216","89","4","1","99"
"2025-10-23","Indian Springs MS","Middle","1200","1029","86","4","2","98.4"
"2025-10-23","Hillwood MS","Middle","1150","1008","88","2","0","99"
"2025-10-23","Trinity Springs MS","Middle","1100","972","88","3","0","99.6"
"2025-10-23","Bear Creek MS","Middle","1050","935","89","2","1","99.2"
"2025-10-23","Timberview MS","Middle","1000","905","90","0","1","98"
"2025-10-23","Ridgeview MS","Middle","980","884","90","4","0","99"
"2025-10-23","Shady Grove Elem","Elementary","800","676","84","3","0","99.3"
"2025-10-23","Parkwood Elem","Elementary","780","675","86","1","2","98.4"
"2025-10-23","Willowbrook Elem","Elementary","760","662","87","1","2","98.4"
"2025-10-23","Willis Lane Elem","Elementary","750","675","90","1","1","99.5"
"2025-10-23","Florence Elem","Elementary","740","625","84","0","2","99.6"
"2025-10-23","Basswood Elem","Elementary","730","646","88","0","2","98.7"
"2025-10-23","Parkview Elem","Elementary","720","632","88","4","1","97.6"
"2025-10-23","Liberty Elem","Elementary","710","632","89","2","2","99.1"
"2025-10-23","North Star Elem","Elementary","700","607","87","4","2","99.8"
"2025-10-23","Ridgeview Elem","Elementary","690","630","91","4","0","97.5"
"2025-10-23","Hidden Lakes Elem","Elementary","680","573","84","2","2","99.5"
"2025-10-23","Bluebonnet Elem","Elementary","670","582","87","3","1","98.7"
"2025-10-30","Keller HS","High School","2800","2454","88","3","0","97.9"
"2025-10-30","Timber Creek HS","High School","2700","2405","89","4","0","98.2"
"2025-10-30","Central HS","High School","2600","2303","89","3","0","97.3"
"2025-10-30","Foster HS","High School","2500","2222","89","2","1","99.8"
"2025-10-30","Indian Springs MS","Middle","1200","1051","88","2","2","98.7"
"2025-10-30","Hillwood MS","Middle","1150","1018","88","1","0","97.9"
"2025-10-30","Trinity Springs MS","Middle","1100","995","90","3","0","98.8"
"2025-10-30","Bear Creek MS","Middle","1050","931","89","1","1","97.4"
"2025-10-30","Timberview MS","Middle","1000","857","86","3","0","99.6"
"2025-10-30","Ridgeview MS","Middle","980","863","88","4","2","97.6"
"2025-10-30","Shady Grove Elem","Elementary","800","694","87","1","1","99.7"
"2025-10-30","Parkwood Elem","Elementary","780","713","91","3","2","97.9"
"2025-10-30","Willowbrook Elem","Elementary","760","640","84","0","1","97.7"
"2025-10-30","Willis Lane Elem","Elementary","750","676","90","3","1","99.9"
"2025-10-30","Florence Elem","Elementary","740","655","88","4","1","98.1"
"2025-10-30","Basswood Elem","Elementary","730","647","89","1","2","97.8"
"2025-10-30","Parkview Elem","Elementary","720","621","86","4","1","99.3"
"2025-10-30","Liberty Elem","Elementary","710","615","87","0","0","99.4"
"2025-10-30","North Star Elem","Elementary","700","629","90","4","2","97.6"
"2025-10-30","Ridgeview Elem","Elementary","690","600","87","2","1","99.5"
"2025-10-30","Hidden Lakes Elem","Elementary","680","590","87","0","0","99.4"
"2025-10-30","Bluebonnet Elem","Elementary","670","616","92","4","2","97.7"
"2025-11-06","Keller HS","High School","2800","2492","89","3","0","98.6"
"2025-11-06","Timber Creek HS","High School","2700","2370","88","4","0","98.6"
"2025-11-06","Central HS","High School","2600","2299","88","3","1","98.6"
"2025-11-06","Foster HS","High School","2500","2227","89","1","2","97.5"
"2025-11-06","Indian Springs MS","Middle","1200","1028","86","3","1","97.4"
"2025-11-06","Hillwood MS","Middle","1150","1028","89","3","2","98.3"
"2025-11-06","Trinity Springs MS","Middle","1100","963","88","1","1","98.8"
"2025-11-06","Bear Creek MS","Middle","1050","923","88","3","2","99.2"
"2025-11-06","Timberview MS","Middle","1000","880","88","2","1","98.3"
"2025-11-06","Ridgeview MS","Middle","980","864","88","2","1","97.2"
"2025-11-06","Shady Grove Elem","Elementary","800","730","91","3","1","97"
"2025-11-06","Parkwood Elem","Elementary","780","698","90","0","0","98"
"2025-11-06","Willowbrook Elem","Elementary","760","671","88","3","0","99.8"
"2025-11-06","Willis Lane Elem","Elementary","750","662","88","3","0","98.6"
"2025-11-06","Florence Elem","Elementary","740","626","85","0","2","98.2"
"2025-11-06","Basswood Elem","Elementary","730","630","86","4","2","99"
"2025-11-06","Parkview Elem","Elementary","720","642","89","3","2","98.8"
"2025-11-06","Liberty Elem","Elementary","710","618","87","1","1","97.1"
"2025-11-06","North Star Elem","Elementary","700","632","90","3","2","97.7"
"2025-11-06","Ridgeview Elem","Elementary","690","578","84","3","2","98.3"
"2025-11-06","Hidden Lakes Elem","Elementary","680","625","92","0","1","97.2"
"2025-11-06","Bluebonnet Elem","Elementary","670","614","92","4","1","97.7"
"2025-11-13","Keller HS","High School","2800","2461","88","2","0","99.9"
"2025-11-13","Timber Creek HS","High School","2700","2398","89","2","2","97.3"
"2025-11-13","Central HS","High School","2600","2260","87","1","0","99.4"
"2025-11-13","Foster HS","High School","2500","2206","88","2","0","98.7"
"2025-11-13","Indian Springs MS","Middle","1200","1043","87","0","1","97.5"
"2025-11-13","Hillwood MS","Middle","1150","999","87","1","1","99.9"
"2025-11-13","Trinity Springs MS","Middle","1100","945","86","1","2","99.5"
"2025-11-13","Bear Creek MS","Middle","1050","929","88","2","1","99.2"
"2025-11-13","Timberview MS","Middle","1000","855","86","1","0","97.9"
"2025-11-13","Ridgeview MS","Middle","980","876","89","0","0","97"
"2025-11-13","Shady Grove Elem","Elementary","800","702","88","2","2","97.7"
"2025-11-13","Parkwood Elem","Elementary","780","667","86","2","1","98"
"2025-11-13","Willowbrook Elem","Elementary","760","641","84","4","0","98"
"2025-11-13","Willis Lane Elem","Elementary","750","637","85","3","0","97.4"
"2025-11-13","Florence Elem","Elementary","740","621","84","4","1","99.8"
"2025-11-13","Basswood Elem","Elementary","730","612","84","2","0","97.2"
"2025-11-13","Parkview Elem","Elementary","720","604","84","4","1","99.6"
"2025-11-13","Liberty Elem","Elementary","710","654","92","1","2","98.1"
"2025-11-13","North Star Elem","Elementary","700","595","85","0","2","98.8"
"2025-11-13","Ridgeview Elem","Elementary","690","608","88","3","2","98.5"
"2025-11-13","Hidden Lakes Elem","Elementary","680","589","87","4","2","98.8"
"2025-11-13","Bluebonnet Elem","Elementary","670","612","91","0","1","97.6"
"2025-11-20","Keller HS","High School","2800","2462","88","4","1","100"
"2025-11-20","Timber Creek HS","High School","2700","2369","88","4","0","99.5"
"2025-11-20","Central HS","High School","2600","2300","88","4","0","98"
"2025-11-20","Foster HS","High School","2500","2187","88","3","0","98.6"
"2025-11-20","Indian Springs MS","Middle","1200","1065","89","0","0","98.4"
"2025-11-20","Hillwood MS","Middle","1150","991","86","0","0","97.1"
"2025-11-20","Trinity Springs MS","Middle","1100","957","87","2","2","98.8"
"2025-11-20","Bear Creek MS","Middle","1050","948","90","2","1","99.1"
"2025-11-20","Timberview MS","Middle","1000","895","90","1","0","97.2"
"2025-11-20","Ridgeview MS","Middle","980","879","90","3","0","98"
"2025-11-20","Shady Grove Elem","Elementary","800","714","89","2","2","97.7"
"2025-11-20","Parkwood Elem","Elementary","780","714","92","1","0","97.8"
"2025-11-20","Willowbrook Elem","Elementary","760","672","88","2","1","98"
"2025-11-20","Willis Lane Elem","Elementary","750","635","85","1","2","97.4"
"2025-11-20","Florence Elem","Elementary","740","632","85","0","1","99.7"
"2025-11-20","Basswood Elem","Elementary","730","645","88","1","1","98.8"
"2025-11-20","Parkview Elem","Elementary","720","659","92","4","1","98.7"
"2025-11-20","Liberty Elem","Elementary","710","638","90","0","1","98.5"
"2025-11-20","North Star Elem","Elementary","700","637","91","4","1","97.4"
"2025-11-20","Ridgeview Elem","Elementary","690","580","84","2","0","97.5"
"2025-11-20","Hidden Lakes Elem","Elementary","680","613","90","2","1","98.8"
"2025-11-20","Bluebonnet Elem","Elementary","670","589","88","2","2","97.2"
"2025-11-27","Keller HS","High School","2800","2475","88","4","2","99.6"
"2025-11-27","Timber Creek HS","High School","2700","2379","88","4","0","99.9"
"2025-11-27","Central HS","High School","2600","2317","89","3","0","97.8"
"2025-11-27","Foster HS","High School","2500","2173","87","2","2","98.5"
"2025-11-27","Indian Springs MS","Middle","1200","1063","89","3","1","98.7"
"2025-11-27","Hillwood MS","Middle","1150","989","86","3","1","99"
"2025-11-27","Trinity Springs MS","Middle","1100","952","86","3","0","98.7"
"2025-11-27","Bear Creek MS","Middle","1050","938","89","2","2","99.9"
"2025-11-27","Timberview MS","Middle","1000","870","87","1","0","100"
"2025-11-27","Ridgeview MS","Middle","980","882","90","2","1","99.8"
"2025-11-27","Shady Grove Elem","Elementary","800","731","91","0","1","98.3"
"2025-11-27","Parkwood Elem","Elementary","780","695","89","3","2","99.7"
"2025-11-27","Willowbrook Elem","Elementary","760","676","89","2","2","98.3"
"2025-11-27","Willis Lane Elem","Elementary","750","649","86","0","0","98.6"
"2025-11-27","Florence Elem","Elementary","740","643","87","2","2","99.7"
"2025-11-27","Basswood Elem","Elementary","730","629","86","3","2","97.4"
"2025-11-27","Parkview Elem","Elementary","720","633","88","4","0","97.5"
"2025-11-27","Liberty Elem","Elementary","710","607","86","1","0","97.4"
"2025-11-27","North Star Elem","Elementary","700","627","90","4","2","99"
"2025-11-27","Ridgeview Elem","Elementary","690","579","84","2","1","98.7"
"2025-11-27","Hidden Lakes Elem","Elementary","680","596","88","2","2","98.1"
"2025-11-27","Bluebonnet Elem","Elementary","670","600","90","2","0","98.9"
"2025-12-04","Keller HS","High School","2800","2478","88","4","2","99.8"
"2025-12-04","Timber Creek HS","High School","2700","2364","88","4","2","97.5"
"2025-12-04","Central HS","High School","2600","2278","88","0","0","99.7"
"2025-12-04","Foster HS","High School","2500","2218","89","3","0","99.8"
"2025-12-04","Indian Springs MS","Middle","1200","1058","88","2","2","99.7"
"2025-12-04","Hillwood MS","Middle","1150","984","86","3","0","97.4"
"2025-12-04","Trinity Springs MS","Middle","1100","948","86","2","2","97.1"
"2025-12-04","Bear Creek MS","Middle","1050","942","90","0","1","98.7"
"2025-12-04","Timberview MS","Middle","1000","876","88","2","2","97.4"
"2025-12-04","Ridgeview MS","Middle","980","879","90","0","0","99.9"
"2025-12-04","Shady Grove Elem","Elementary","800","723","90","1","2","98.9"
"2025-12-04","Parkwood Elem","Elementary","780","675","86","1","1","99.4"
"2025-12-04","Willowbrook Elem","Elementary","760","697","92","3","0","97.2"
"2025-12-04","Willis Lane Elem","Elementary","750","679","90","0","1","98.3"
"2025-12-04","Florence Elem","Elementary","740","662","90","1","0","97.8"
"2025-12-04","Basswood Elem","Elementary","730","638","87","2","0","97.3"
"2025-12-04","Parkview Elem","Elementary","720","632","88","1","1","98"
"2025-12-04","Liberty Elem","Elementary","710","608","86","0","2","98.9"
"2025-12-04","North Star Elem","Elementary","700","631","90","2","0","97.7"
"2025-12-04","Ridgeview Elem","Elementary","690","602","87","1","1","97.6"
"2025-12-04","Hidden Lakes Elem","Elementary","680","579","85","1","2","97.1"
"2025-12-04","Bluebonnet Elem","Elementary","670","586","88","3","0","98.6"
"2025-12-11","Keller HS","High School","2800","2459","88","0","0","97.6"
"2025-12-11","Timber Creek HS","High School","2700","2380","88","1","2","97"
"2025-12-11","Central HS","High School","2600","2268","87","4","2","100"
"2025-12-11","Foster HS","High School","2500","2229","89","3","0","98.2"
"2025-12-11","Indian Springs MS","Middle","1200","1078","90","4","0","98.4"
"2025-12-11","Hillwood MS","Middle","1150","983","86","0","2","99.6"
"2025-12-11","Trinity Springs MS","Middle","1100","958","87","3","2","97"
"2025-12-11","Bear Creek MS","Middle","1050","950","90","3","1","97.5"
"2025-12-11","Timberview MS","Middle","1000","889","89","2","2","99.5"
"2025-12-11","Ridgeview MS","Middle","980","867","88","3","2","98.4"
"2025-12-11","Shady Grove Elem","Elementary","800","722","90","2","2","99.6"
"2025-12-11","Parkwood Elem","Elementary","780","672","86","0","2","99.9"
"2025-12-11","Willowbrook Elem","Elementary","760","643","85","4","1","97.9"
"2025-12-11","Willis Lane Elem","Elementary","750","659","88","0","1","99"
"2025-12-11","Florence Elem","Elementary","740","657","89","3","2","99.2"
"2025-12-11","Basswood Elem","Elementary","730","619","85","3","0","99.6"
"2025-12-11","Parkview Elem","Elementary","720","609","85","3","2","97.9"
"2025-12-11","Liberty Elem","Elementary","710","641","90","0","1","97.9"
"2025-12-11","North Star Elem","Elementary","700","620","89","3","1","97.6"
"2025-12-11","Ridgeview Elem","Elementary","690","610","88","0","2","99.4"
"2025-12-11","Hidden Lakes Elem","Elementary","680","594","87","0","0","98.1"
"2025-12-11","Bluebonnet Elem","Elementary","670","563","84","0","0","99.1"
"2025-12-18","Keller HS","High School","2800","2474","88","0","0","98.3"
"2025-12-18","Timber Creek HS","High School","2700","2389","88","2","2","99.3"
"2025-12-18","Central HS","High School","2600","2314","89","2","0","97.4"
"2025-12-18","Foster HS","High School","2500","2184","87","4","0","99"
"2025-12-18","Indian Springs MS","Middle","1200","1042","87","0","0","98.6"
"2025-12-18","Hillwood MS","Middle","1150","1035","90","1","2","97.7"
"2025-12-18","Trinity Springs MS","Middle","1100","989","90","2","0","99.6"
"2025-12-18","Bear Creek MS","Middle","1050","901","86","1","1","99.9"
"2025-12-18","Timberview MS","Middle","1000","850","85","0","2","97.1"
"2025-12-18","Ridgeview MS","Middle","980","859","88","4","0","99.2"
"2025-12-18","Shady Grove Elem","Elementary","800","696","87","0","2","99.5"
"2025-12-18","Parkwood Elem","Elementary","780","695","89","0","0","98.7"
"2025-12-18","Willowbrook Elem","Elementary","760","669","88","2","0","98.5"
"2025-12-18","Willis Lane Elem","Elementary","750","677","90","3","1","97.7"
"2025-12-18","Florence Elem","Elementary","740","663","90","0","1","98.3"
"2025-12-18","Basswood Elem","Elementary","730","669","92","4","1","98"
"2025-12-18","Parkview Elem","Elementary","720","661","92","4","2","99.2"
"2025-12-18","Liberty Elem","Elementary","710","612","86","1","2","99.5"
"2025-12-18","North Star Elem","Elementary","700","626","89","4","2","98.2"
"2025-12-18","Ridgeview Elem","Elementary","690","588","85","2","1","99.3"
"2025-12-18","Hidden Lakes Elem","Elementary","680","615","90","0","2","97.3"
"2025-12-18","Bluebonnet Elem","Elementary","670","616","92","0","0","97.5"
"2025-12-25","Keller HS","High School","2800","2443","87","1","0","97.6"
"2025-12-25","Timber Creek HS","High School","2700","2392","89","2","2","99.6"
"2025-12-25","Central HS","High School","2600","2299","88","1","0","98.3"
"2025-12-25","Foster HS","High School","2500","2216","89","3","2","98.5"
"2025-12-25","Indian Springs MS","Middle","1200","1044","87","0","1","98"
"2025-12-25","Hillwood MS","Middle","1150","996","87","2","2","97.7"
"2025-12-25","Trinity Springs MS","Middle","1100","982","89","1","2","97.5"
"2025-12-25","Bear Creek MS","Middle","1050","903","86","2","2","98.6"
"2025-12-25","Timberview MS","Middle","1000","859","86","4","0","98.5"
"2025-12-25","Ridgeview MS","Middle","980","858","88","4","2","97.7"
"2025-12-25","Shady Grove Elem","Elementary","800","676","84","2","1","98.3"
"2025-12-25","Parkwood Elem","Elementary","780","709","91","4","2","98.6"
"2025-12-25","Willowbrook Elem","Elementary","760","657","86","1","0","98.2"
"2025-12-25","Willis Lane Elem","Elementary","750","646","86","0","0","98.2"
"2025-12-25","Florence Elem","Elementary","740","640","86","0","1","99.7"
"2025-12-25","Basswood Elem","Elementary","730","664","91","1","0","99.6"
"2025-12-25","Parkview Elem","Elementary","720","648","90","2","0","97.2"
"2025-12-25","Liberty Elem","Elementary","710","596","84","3","2","99.7"
"2025-12-25","North Star Elem","Elementary","700","631","90","1","2","99.2"
"2025-12-25","Ridgeview Elem","Elementary","690","578","84","1","1","97.2"
"2025-12-25","Hidden Lakes Elem","Elementary","680","610","90","4","1","99"
"2025-12-25","Bluebonnet Elem","Elementary","670","564","84","2","1","98.9"
"2026-01-01","Keller HS","High School","2800","2490","89","0","2","98.4"
"2026-01-01","Timber Creek HS","High School","2700","2352","87","3","0","98.2"
"2026-01-01","Central HS","High School","2600","2270","87","2","0","97"
"2026-01-01","Foster HS","High School","2500","2214","89","3","0","97.2"
"2026-01-01","Indian Springs MS","Middle","1200","1064","89","0","0","97.5"
"2026-01-01","Hillwood MS","Middle","1150","1010","88","0","1","99.5"
"2026-01-01","Trinity Springs MS","Middle","1100","975","89","1","0","97.4"
"2026-01-01","Bear Creek MS","Middle","1050","947","90","3","0","99.6"
"2026-01-01","Timberview MS","Middle","1000","865","86","2","0","98"
"2026-01-01","Ridgeview MS","Middle","980","852","87","0","2","97.2"
"2026-01-01","Shady Grove Elem","Elementary","800","731","91","2","1","98.8"
"2026-01-01","Parkwood Elem","Elementary","780","684","88","3","2","98.4"
"2026-01-01","Willowbrook Elem","Elementary","760","683","90","1","0","97.6"
"2026-01-01","Willis Lane Elem","Elementary","750","634","84","1","1","99.6"
"2026-01-01","Florence Elem","Elementary","740","646","87","2","2","98"
"2026-01-01","Basswood Elem","Elementary","730","649","89","2","2","99.8"
"2026-01-01","Parkview Elem","Elementary","720","614","85","1","1","99.1"
"2026-01-01","Liberty Elem","Elementary","710","615","87","1","1","99.8"
"2026-01-01","North Star Elem","Elementary","700","617","88","2","2","100"
"2026-01-01","Ridgeview Elem","Elementary","690","581","84","0","2","98.5"
"2026-01-01","Hidden Lakes Elem","Elementary","680","597","88","3","0","99.1"
"2026-01-01","Bluebonnet Elem","Elementary","670","578","86","1","0","98.8"
"2026-01-08","Keller HS","High School","2800","2465","88","1","2","98.6"
"2026-01-08","Timber Creek HS","High School","2700","2379","88","0","2","98"
"2026-01-08","Central HS","High School","2600","2267","87","4","0","97.9"
"2026-01-08","Foster HS","High School","2500","2203","88","2","1","97.6"
"2026-01-08","Indian Springs MS","Middle","1200","1076","90","0","0","98.6"
"2026-01-08","Hillwood MS","Middle","1150","1020","89","0","1","99.3"
"2026-01-08","Trinity Springs MS","Middle","1100","952","86","2","2","97.9"
"2026-01-08","Bear Creek MS","Middle","1050","943","90","4","2","98.7"
"2026-01-08","Timberview MS","Middle","1000","868","87","4","1","99.4"
"2026-01-08","Ridgeview MS","Middle","980","876","89","1","2","98.9"
"2026-01-08","Shady Grove Elem","Elementary","800","679","85","3","1","98.7"
"2026-01-08","Parkwood Elem","Elementary","780","706","90","4","2","100"
"2026-01-08","Willowbrook Elem","Elementary","760","675","89","2","0","98.4"
"2026-01-08","Willis Lane Elem","Elementary","750","640","85","3","2","97.1"
"2026-01-08","Florence Elem","Elementary","740","625","84","4","2","99.8"
"2026-01-08","Basswood Elem","Elementary","730","669","92","4","1","97.3"
"2026-01-08","Parkview Elem","Elementary","720","607","84","3","1","98.1"
"2026-01-08","Liberty Elem","Elementary","710","641","90","1","2","97.8"
"2026-01-08","North Star Elem","Elementary","700","598","85","1","0","97.1"
"2026-01-08","Ridgeview Elem","Elementary","690","636","92","3","2","100"
"2026-01-08","Hidden Lakes Elem","Elementary","680","605","89","1","2","98.4"
"2026-01-08","Bluebonnet Elem","Elementary","670","596","89","0","0","98.4"
"2026-01-15","Keller HS","High School","2800","2442","87","4","1","99.1"
"2026-01-15","Timber Creek HS","High School","2700","2353","87","2","1","98.8"
"2026-01-15","Central HS","High School","2600","2292","88","0","2","98.3"
"2026-01-15","Foster HS","High School","2500","2213","88","2","2","99.2"
"2026-01-15","Indian Springs MS","Middle","1200","1043","87","4","0","99.6"
"2026-01-15","Hillwood MS","Middle","1150","1004","87","2","0","99.6"
"2026-01-15","Trinity Springs MS","Middle","1100","940","86","1","2","98.6"
"2026-01-15","Bear Creek MS","Middle","1050","938","89","4","0","99.4"
"2026-01-15","Timberview MS","Middle","1000","864","86","3","1","99.8"
"2026-01-15","Ridgeview MS","Middle","980","863","88","3","0","99.2"
"2026-01-15","Shady Grove Elem","Elementary","800","698","87","2","2","98.7"
"2026-01-15","Parkwood Elem","Elementary","780","665","85","1","2","97.3"
"2026-01-15","Willowbrook Elem","Elementary","760","642","84","0","1","99.6"
"2026-01-15","Willis Lane Elem","Elementary","750","631","84","4","2","98.7"
"2026-01-15","Florence Elem","Elementary","740","624","84","3","1","99"
"2026-01-15","Basswood Elem","Elementary","730","651","89","1","0","97.6"
"2026-01-15","Parkview Elem","Elementary","720","609","85","0","1","99.7"
"2026-01-15","Liberty Elem","Elementary","710","648","91","2","0","97.6"
"2026-01-15","North Star Elem","Elementary","700","642","92","1","1","99.8"
"2026-01-15","Ridgeview Elem","Elementary","690","618","90","1","0","97"
"2026-01-15","Hidden Lakes Elem","Elementary","680","574","84","2","1","97.7"
"2026-01-15","Bluebonnet Elem","Elementary","670","592","88","0","1","99.3"
"2026-01-22","Keller HS","High School","2800","2466","88","0","2","97.9"
"2026-01-22","Timber Creek HS","High School","2700","2399","89","0","0","97.6"
"2026-01-22","Central HS","High School","2600","2267","87","4","2","99.4"
"2026-01-22","Foster HS","High School","2500","2184","87","0","2","99.4"
"2026-01-22","Indian Springs MS","Middle","1200","1061","88","2","2","97.6"
"2026-01-22","Hillwood MS","Middle","1150","983","86","4","1","99"
"2026-01-22","Trinity Springs MS","Middle","1100","990","90","2","0","98.2"
"2026-01-22","Bear Creek MS","Middle","1050","951","91","0","2","98.1"
"2026-01-22","Timberview MS","Middle","1000","906","91","3","0","99.9"
"2026-01-22","Ridgeview MS","Middle","980","880","90","1","0","99"
"2026-01-22","Shady Grove Elem","Elementary","800","723","90","1","2","98.1"
"2026-01-22","Parkwood Elem","Elementary","780","706","90","4","0","98.6"
"2026-01-22","Willowbrook Elem","Elementary","760","641","84","0","2","97.4"
"2026-01-22","Willis Lane Elem","Elementary","750","667","89","0","0","98.9"
"2026-01-22","Florence Elem","Elementary","740","627","85","0","2","97"
"2026-01-22","Basswood Elem","Elementary","730","667","91","2","2","98.9"
"2026-01-22","Parkview Elem","Elementary","720","618","86","3","2","98.5"
"2026-01-22","Liberty Elem","Elementary","710","630","89","0","2","99.1"
"2026-01-22","North Star Elem","Elementary","700","632","90","1","2","98.8"
"2026-01-22","Ridgeview Elem","Elementary","690","626","91","2","0","97.7"
"2026-01-22","Hidden Lakes Elem","Elementary","680","620","91","3","0","97.8"
"2026-01-22","Bluebonnet Elem","Elementary","670","580","87","0","2","98.5"
"2026-01-29","Keller HS","High School","2800","2487","89","1","2","97.2"
"2026-01-29","Timber Creek HS","High School","2700","2384","88","1","0","98"
"2026-01-29","Central HS","High School","2600","2315","89","1","0","97.3"
"2026-01-29","Foster HS","High School","2500","2229","89","1","0","99.2"
"2026-01-29","Indian Springs MS","Middle","1200","1051","88","4","1","99.2"
"2026-01-29","Hillwood MS","Middle","1150","994","86","2","2","97"
"2026-01-29","Trinity Springs MS","Middle","1100","992","90","0","2","97.7"
"2026-01-29","Bear Creek MS","Middle","1050","949","90","1","2","97.2"
"2026-01-29","Timberview MS","Middle","1000","883","88","0","1","100"
"2026-01-29","Ridgeview MS","Middle","980","866","88","2","2","97.4"
"2026-01-29","Shady Grove Elem","Elementary","800","677","85","0","2","99.1"
"2026-01-29","Parkwood Elem","Elementary","780","700","90","3","1","97.4"
"2026-01-29","Willowbrook Elem","Elementary","760","692","91","2","2","97.1"
"2026-01-29","Willis Lane Elem","Elementary","750","666","89","2","0","97.2"
"2026-01-29","Florence Elem","Elementary","740","637","86","1","0","99.5"
"2026-01-29","Basswood Elem","Elementary","730","659","90","1","2","97.1"
"2026-01-29","Parkview Elem","Elementary","720","656","91","4","1","99.2"
"2026-01-29","Liberty Elem","Elementary","710","624","88","2","1","99.1"
"2026-01-29","North Star Elem","Elementary","700","614","88","0","0","97.1"
"2026-01-29","Ridgeview Elem","Elementary","690","636","92","3","1","98.1"
"2026-01-29","Hidden Lakes Elem","Elementary","680","582","86","2","1","98.3"
"2026-01-29","Bluebonnet Elem","Elementary","670","598","89","4","1","98.2"
"2026-02-05","Keller HS","High School","2800","2452","88","0","0","97.3"
"2026-02-05","Timber Creek HS","High School","2700","2391","89","1","1","97.4"
"2026-02-05","Central HS","High School","2600","2261","87","1","0","99.6"
"2026-02-05","Foster HS","High School","2500","2220","89","2","2","98.7"
"2026-02-05","Indian Springs MS","Middle","1200","1075","90","2","2","99.1"
"2026-02-05","Hillwood MS","Middle","1150","1040","90","1","2","97.4"
"2026-02-05","Trinity Springs MS","Middle","1100","971","88","2","1","99.1"
"2026-02-05","Bear Creek MS","Middle","1050","949","90","3","0","97.1"
"2026-02-05","Timberview MS","Middle","1000","899","90","3","0","99.4"
"2026-02-05","Ridgeview MS","Middle","980","864","88","2","1","99.9"
"2026-02-05","Shady Grove Elem","Elementary","800","729","91","1","1","99.8"
"2026-02-05","Parkwood Elem","Elementary","780","699","90","0","2","97.3"
"2026-02-05","Willowbrook Elem","Elementary","760","667","88","1","2","99"
"2026-02-05","Willis Lane Elem","Elementary","750","684","91","4","2","99.1"
"2026-02-05","Florence Elem","Elementary","740","629","85","4","0","97.8"
"2026-02-05","Basswood Elem","Elementary","730","648","89","4","0","97.2"
"2026-02-05","Parkview Elem","Elementary","720","659","92","0","0","98"
"2026-02-05","Liberty Elem","Elementary","710","645","91","0","0","98.3"
"2026-02-05","North Star Elem","Elementary","700","644","92","2","1","98"
"2026-02-05","Ridgeview Elem","Elementary","690","629","91","1","1","98"
"2026-02-05","Hidden Lakes Elem","Elementary","680","582","86","2","2","97.8"
"2026-02-05","Bluebonnet Elem","Elementary","670","604","90","3","0","99.7"
"2026-02-12","Keller HS","High School","2800","2469","88","0","2","98.6"
"2026-02-12","Timber Creek HS","High School","2700","2372","88","4","1","97.2"
"2026-02-12","Central HS","High School","2600","2301","88","3","1","97.2"
"2026-02-12","Foster HS","High School","2500","2187","88","0","2","98.5"
"2026-02-12","Indian Springs MS","Middle","1200","1051","88","1","2","98.8"
"2026-02-12","Hillwood MS","Middle","1150","994","86","1","2","99.7"
"2026-02-12","Trinity Springs MS","Middle","1100","971","88","4","2","97.9"
"2026-02-12","Bear Creek MS","Middle","1050","901","86","1","2","97.9"
"2026-02-12","Timberview MS","Middle","1000","851","85","4","2","98.8"
"2026-02-12","Ridgeview MS","Middle","980","858","88","3","1","97.6"
"2026-02-12","Shady Grove Elem","Elementary","800","676","84","3","0","98.1"
"2026-02-12","Parkwood Elem","Elementary","780","709","91","4","0","99.5"
"2026-02-12","Willowbrook Elem","Elementary","760","655","86","1","0","99.2"
"2026-02-12","Willis Lane Elem","Elementary","750","681","91","3","0","97.8"
"2026-02-12","Florence Elem","Elementary","740","661","89","2","1","97.6"
"2026-02-12","Basswood Elem","Elementary","730","623","85","2","1","97.5"
"2026-02-12","Parkview Elem","Elementary","720","638","89","2","0","97.2"
"2026-02-12","Liberty Elem","Elementary","710","641","90","2","1","98.8"
"2026-02-12","North Star Elem","Elementary","700","627","90","4","0","97.5"
"2026-02-12","Ridgeview Elem","Elementary","690","623","90","4","1","99.4"
"2026-02-12","Hidden Lakes Elem","Elementary","680","601","88","3","0","99.9"
"2026-02-12","Bluebonnet Elem","Elementary","670","565","84","0","0","97.8"
