"WeekStartDate","Campus","GradeBand","FleetSize","DevicesAssigned","DevicesPendingAssignment","DevicesUnassigned","AssignmentCompletePct","AutopilotSuccessRatePct","DevicesNotSeenIn7Days","DevicesNotSeenIn30Days"
"2025-11-27","Trinity Springs MS","Middle","990","960","10","20","97","97","30","10"
"2025-11-27","Bear Creek MS","Middle","945","926","28","0","98","97","9","9"
"2025-11-27","Timberview MS","Middle","900","873","18","9","97","99","18","9"
"2025-11-27","Ridgeview MS","Middle","882","838","18","26","95","97","9","9"
"2025-11-27","Shady Grove Elem","Elementary","120","114","4","2","95","98","2","1"
"2025-11-27","Parkwood Elem","Elementary","117","111","2","4","95","99","4","1"
"2025-11-27","Willowbrook Elem","Elementary","114","108","3","3","95","97","1","1"
"2025-11-27","Willis Lane Elem","Elementary","112","110","3","0","98","99","4","1"
"2025-11-27","Florence Elem","Elementary","111","107","2","2","96","98","2","1"
"2025-11-27","Basswood Elem","Elementary","110","107","3","0","97","99","3","1"
"2025-11-27","Parkview Elem","Elementary","108","105","2","1","97","98","1","1"
"2025-11-27","Liberty Elem","Elementary","106","101","2","3","95","99","1","1"
"2025-12-04","Keller HS","High School","2660","2527","53","80","95","97","53","27"
"2025-12-04","Timber Creek HS","High School","2565","2488","77","0","97","97","26","26"
"2025-12-04","Central HS","High School","2470","2421","49","0","98","97","74","25"
"2025-12-04","Foster HS","High School","2375","2304","24","47","97","99","24","24"
"2025-12-04","Indian Springs MS","Middle","1080","1037","22","21","96","99","22","11"
"2025-12-04","Hillwood MS","Middle","1035","1004","21","10","97","97","21","10"
"2025-12-04","Trinity Springs MS","Middle","990","940","10","40","95","98","20","10"
"2025-12-04","Bear Creek MS","Middle","945","926","19","0","98","97","38","9"
"2025-12-04","Timberview MS","Middle","900","864","9","27","96","99","27","9"
"2025-12-04","Ridgeview MS","Middle","882","838","18","26","95","98","35","9"
"2025-12-04","Shady Grove Elem","Elementary","120","118","2","0","98","98","1","1"
"2025-12-04","Parkwood Elem","Elementary","117","111","1","5","95","98","2","1"
"2025-12-04","Willowbrook Elem","Elementary","114","108","1","5","95","98","5","1"
"2025-12-04","Willis Lane Elem","Elementary","112","109","2","1","97","97","1","1"
"2025-12-04","Florence Elem","Elementary","111","107","3","1","96","97","3","1"
"2025-12-04","Basswood Elem","Elementary","110","106","2","2","96","98","1","1"
"2025-12-04","Parkview Elem","Elementary","108","106","1","1","98","98","3","1"
"2025-12-04","Liberty Elem","Elementary","106","101","1","4","95","97","4","1"
"2025-12-11","Keller HS","High School","2660","2580","80","0","97","97","27","27"
"2025-12-11","Timber Creek HS","High School","2565","2488","77","0","97","99","77","26"
"2025-12-11","Central HS","High School","2470","2421","74","0","98","97","74","25"
"2025-12-11","Foster HS","High School","2375","2280","71","24","96","99","95","24"
"2025-12-11","Indian Springs MS","Middle","1080","1058","11","11","98","98","22","11"
"2025-12-11","Hillwood MS","Middle","1035","994","10","31","96","97","21","10"
"2025-12-11","Trinity Springs MS","Middle","990","940","20","30","95","98","40","10"
"2025-12-11","Bear Creek MS","Middle","945","926","9","10","98","99","38","9"
"2025-12-11","Timberview MS","Middle","900","873","18","9","97","99","27","9"
"2025-12-11","Ridgeview MS","Middle","882","847","18","17","96","99","18","9"
"2025-12-11","Shady Grove Elem","Elementary","120","114","4","2","95","98","2","1"
"2025-12-11","Parkwood Elem","Elementary","117","112","4","1","96","97","5","1"
"2025-12-11","Willowbrook Elem","Elementary","114","108","1","5","95","98","1","1"
"2025-12-11","Willis Lane Elem","Elementary","112","109","1","2","97","97","1","1"
"2025-12-11","Florence Elem","Elementary","111","109","3","0","98","97","2","1"
"2025-12-11","Basswood Elem","Elementary","110","107","1","2","97","97","1","1"
"2025-12-11","Parkview Elem","Elementary","108","104","2","2","96","97","4","1"
"2025-12-11","Liberty Elem","Elementary","106","104","1","1","98","97","3","1"
"2025-12-18","Keller HS","High School","2660","2580","27","53","97","98","80","27"
"2025-12-18","Timber Creek HS","High School","2565","2514","51","0","98","97","77","26"
"2025-12-18","Central HS","High School","2470","2421","49","0","98","99","74","25"
"2025-12-18","Foster HS","High School","2375","2304","24","47","97","98","71","24"
"2025-12-18","Indian Springs MS","Middle","1080","1037","32","11","96","99","43","11"
"2025-12-18","Hillwood MS","Middle","1035","994","21","20","96","99","21","10"
"2025-12-18","Trinity Springs MS","Middle","990","970","10","10","98","99","40","10"
"2025-12-18","Bear Creek MS","Middle","945","917","19","9","97","97","9","9"
"2025-12-18","Timberview MS","Middle","900","855","18","27","95","97","9","9"
"2025-12-18","Ridgeview MS","Middle","882","856","18","8","97","98","26","9"
"2025-12-18","Shady Grove Elem","Elementary","120","116","2","2","97","98","2","1"
"2025-12-18","Parkwood Elem","Elementary","117","115","1","1","98","98","5","1"
"2025-12-18","Willowbrook Elem","Elementary","114","109","1","4","96","97","2","1"
"2025-12-18","Willis Lane Elem","Elementary","112","110","1","1","98","98","2","1"
"2025-12-18","Florence Elem","Elementary","111","107","1","3","96","99","1","1"
"2025-12-18","Basswood Elem","Elementary","110","106","2","2","96","98","4","1"
"2025-12-18","Parkview Elem","Elementary","108","104","1","3","96","98","1","1"
"2025-12-18","Liberty Elem","Elementary","106","103","2","1","97","99","4","1"
"2025-12-25","Keller HS","High School","2660","2607","53","0","98","98","80","27"
"2025-12-25","Timber Creek HS","High School","2565","2488","77","0","97","97","103","26"
"2025-12-25","Central HS","High School","2470","2421","74","0","98","98","25","25"
"2025-12-25","Foster HS","High School","2375","2280","24","71","96","98","95","24"
"2025-12-25","Indian Springs MS","Middle","1080","1058","22","0","98","99","11","11"
"2025-12-25","Hillwood MS","Middle","1035","994","21","20","96","98","10","10"
"2025-12-25","Trinity Springs MS","Middle","990","940","30","20","95","97","40","10"
"2025-12-25","Bear Creek MS","Middle","945","907","28","10","96","97","9","9"
"2025-12-25","Timberview MS","Middle","900","864","18","18","96","97","27","9"
"2025-12-25","Ridgeview MS","Middle","882","864","18","0","98","99","18","9"
"2025-12-25","Shady Grove Elem","Elementary","120","118","1","1","98","99","2","1"
"2025-12-25","Parkwood Elem","Elementary","117","115","1","1","98","97","5","1"
"2025-12-25","Willowbrook Elem","Elementary","114","108","1","5","95","97","5","1"
"2025-12-25","Willis Lane Elem","Elementary","112","108","1","3","96","97","3","1"
"2025-12-25","Florence Elem","Elementary","111","105","2","4","95","98","3","1"
"2025-12-25","Basswood Elem","Elementary","110","106","3","1","96","99","3","1"
"2025-12-25","Parkview Elem","Elementary","108","106","2","0","98","98","2","1"
"2025-12-25","Liberty Elem","Elementary","106","103","3","0","97","99","2","1"
"2026-01-01","Keller HS","High School","2660","2607","80","0","98","97","53","27"
"2026-01-01","Timber Creek HS","High School","2565","2488","51","26","97","98","51","26"
"2026-01-01","Central HS","High School","2470","2421","25","24","98","98","25","25"
"2026-01-01","Foster HS","High School","2375","2280","71","24","96","98","48","24"
"2026-01-01","Indian Springs MS","Middle","1080","1026","11","43","95","98","22","11"
"2026-01-01","Hillwood MS","Middle","1035","1014","31","0","98","99","31","10"
"2026-01-01","Trinity Springs MS","Middle","990","940","20","30","95","99","30","10"
"2026-01-01","Bear Creek MS","Middle","945","907","28","10","96","99","28","9"
"2026-01-01","Timberview MS","Middle","900","864","9","27","96","98","27","9"
"2026-01-01","Ridgeview MS","Middle","882","838","26","18","95","99","9","9"
"2026-01-01","Shady Grove Elem","Elementary","120","114","4","2","95","97","5","1"
"2026-01-01","Parkwood Elem","Elementary","117","115","1","1","98","98","1","1"
"2026-01-01","Willowbrook Elem","Elementary","114","111","1","2","97","98","3","1"
"2026-01-01","Willis Lane Elem","Elementary","112","108","1","3","96","98","2","1"
"2026-01-01","Florence Elem","Elementary","111","105","2","4","95","97","1","1"
"2026-01-01","Basswood Elem","Elementary","110","107","2","1","97","99","3","1"
"2026-01-01","Parkview Elem","Elementary","108","105","2","1","97","98","2","1"
"2026-01-01","Liberty Elem","Elementary","106","101","3","2","95","97","4","1"
"2026-01-08","Keller HS","High School","2660","2580","80","0","97","98","27","27"
"2026-01-08","Timber Creek HS","High School","2565","2437","26","102","95","97","51","26"
"2026-01-08","Central HS","High School","2470","2421","49","0","98","98","74","25"
"2026-01-08","Foster HS","High School","2375","2256","71","48","95","98","48","24"
"2026-01-08","Indian Springs MS","Middle","1080","1026","22","32","95","99","43","11"
"2026-01-08","Hillwood MS","Middle","1035","1014","10","11","98","98","41","10"
"2026-01-08","Trinity Springs MS","Middle","990","940","10","40","95","99","20","10"
"2026-01-08","Bear Creek MS","Middle","945","926","9","10","98","97","19","9"
"2026-01-08","Timberview MS","Middle","900","873","18","9","97","98","36","9"
"2026-01-08","Ridgeview MS","Middle","882","838","26","18","95","99","18","9"
"2026-01-08","Shady Grove Elem","Elementary","120","116","2","2","97","98","1","1"
"2026-01-08","Parkwood Elem","Elementary","117","111","1","5","95","98","2","1"
"2026-01-08","Willowbrook Elem","Elementary","114","112","1","1","98","99","3","1"
"2026-01-08","Willis Lane Elem","Elementary","112","108","3","1","96","99","4","1"
"2026-01-08","Florence Elem","Elementary","111","107","3","1","96","98","1","1"
"2026-01-08","Basswood Elem","Elementary","110","106","1","3","96","97","3","1"
"2026-01-08","Parkview Elem","Elementary","108","103","3","2","95","99","1","1"
"2026-01-08","Liberty Elem","Elementary","106","103","1","2","97","98","4","1"
"2026-01-15","Keller HS","High School","2660","2607","27","26","98","97","106","27"
"2026-01-15","Timber Creek HS","High School","2565","2437","77","51","95","99","103","26"
"2026-01-15","Central HS","High School","2470","2371","25","74","96","99","99","25"
"2026-01-15","Foster HS","High School","2375","2280","48","47","96","97","48","24"
"2026-01-15","Indian Springs MS","Middle","1080","1058","11","11","98","98","22","11"
"2026-01-15","Hillwood MS","Middle","1035","1004","21","10","97","97","31","10"
"2026-01-15","Trinity Springs MS","Middle","990","940","20","30","95","97","10","10"
"2026-01-15","Bear Creek MS","Middle","945","926","19","0","98","98","19","9"
"2026-01-15","Timberview MS","Middle","900","855","27","18","95","98","18","9"
"2026-01-15","Ridgeview MS","Middle","882","838","9","35","95","97","18","9"
"2026-01-15","Shady Grove Elem","Elementary","120","114","1","5","95","98","4","1"
"2026-01-15","Parkwood Elem","Elementary","117","115","4","0","98","97","1","1"
"2026-01-15","Willowbrook Elem","Elementary","114","108","3","3","95","99","3","1"
"2026-01-15","Willis Lane Elem","Elementary","112","108","1","3","96","98","1","1"
"2026-01-15","Florence Elem","Elementary","111","109","1","1","98","97","4","1"
"2026-01-15","Basswood Elem","Elementary","110","106","2","2","96","99","1","1"
"2026-01-15","Parkview Elem","Elementary","108","106","3","0","98","99","3","1"
"2026-01-15","Liberty Elem","Elementary","106","103","2","1","97","98","2","1"
"2026-01-22","Keller HS","High School","2660","2554","80","26","96","98","53","27"
"2026-01-22","Timber Creek HS","High School","2565","2514","51","0","98","98","77","26"
"2026-01-22","Central HS","High School","2470","2371","74","25","96","97","74","25"
"2026-01-22","Foster HS","High School","2375","2304","48","23","97","97","95","24"
"2026-01-22","Indian Springs MS","Middle","1080","1048","32","0","97","99","43","11"
"2026-01-22","Hillwood MS","Middle","1035","1004","10","21","97","98","31","10"
"2026-01-22","Trinity Springs MS","Middle","990","940","30","20","95","97","20","10"
"2026-01-22","Bear Creek MS","Middle","945","926","28","0","98","99","28","9"
"2026-01-22","Timberview MS","Middle","900","882","18","0","98","98","9","9"
"2026-01-22","Ridgeview MS","Middle","882","838","26","18","95","97","9","9"
"2026-01-22","Shady Grove Elem","Elementary","120","116","1","3","97","98","1","1"
"2026-01-22","Parkwood Elem","Elementary","117","115","4","0","98","97","5","1"
"2026-01-22","Willowbrook Elem","Elementary","114","111","3","0","97","97","1","1"
"2026-01-22","Willis Lane Elem","Elementary","112","110","2","0","98","97","4","1"
"2026-01-22","Florence Elem","Elementary","111","108","2","1","97","99","4","1"
"2026-01-22","Basswood Elem","Elementary","110","107","1","2","97","99","3","1"
"2026-01-22","Parkview Elem","Elementary","108","104","3","1","96","98","3","1"
"2026-01-22","Liberty Elem","Elementary","106","101","2","3","95","97","3","1"
"2026-01-29","Keller HS","High School","2660","2554","27","79","96","98","27","27"
"2026-01-29","Timber Creek HS","High School","2565","2488","77","0","97","99","77","26"
"2026-01-29","Central HS","High School","2470","2371","49","50","96","99","99","25"
"2026-01-29","Foster HS","High School","2375","2280","48","47","96","99","71","24"
"2026-01-29","Indian Springs MS","Middle","1080","1026","32","22","95","97","43","11"
"2026-01-29","Hillwood MS","Middle","1035","983","31","21","95","99","21","10"
"2026-01-29","Trinity Springs MS","Middle","990","970","20","0","98","98","40","10"
"2026-01-29","Bear Creek MS","Middle","945","926","9","10","98","98","38","9"
"2026-01-29","Timberview MS","Middle","900","864","9","27","96","97","27","9"
"2026-01-29","Ridgeview MS","Middle","882","838","9","35","95","99","9","9"
"2026-01-29","Shady Grove Elem","Elementary","120","116","2","2","97","97","5","1"
"2026-01-29","Parkwood Elem","Elementary","117","112","1","4","96","98","1","1"
"2026-01-29","Willowbrook Elem","Elementary","114","108","2","4","95","98","5","1"
"2026-01-29","Willis Lane Elem","Elementary","112","109","1","2","97","97","3","1"
"2026-01-29","Florence Elem","Elementary","111","107","1","3","96","97","4","1"
"2026-01-29","Basswood Elem","Elementary","110","108","2","0","98","97","2","1"
"2026-01-29","Parkview Elem","Elementary","108","105","3","0","97","97","4","1"
"2026-01-29","Liberty Elem","Elementary","106","104","2","0","98","98","4","1"
"2026-02-05","Keller HS","High School","2660","2607","53","0","98","99","80","27"
"2026-02-05","Timber Creek HS","High School","2565","2488","26","51","97","99","26","26"
"2026-02-05","Central HS","High School","2470","2346","49","75","95","97","25","25"
"2026-02-05","Foster HS","High School","2375","2328","71","0","98","99","95","24"
"2026-02-05","Indian Springs MS","Middle","1080","1026","32","22","95","97","22","11"
"2026-02-05","Hillwood MS","Middle","1035","1004","31","0","97","98","41","10"
"2026-02-05","Trinity Springs MS","Middle","990","970","20","0","98","98","20","10"
"2026-02-05","Bear Creek MS","Middle","945","907","28","10","96","97","9","9"
"2026-02-05","Timberview MS","Middle","900","882","27","0","98","97","9","9"
"2026-02-05","Ridgeview MS","Middle","882","847","18","17","96","98","26","9"
"2026-02-05","Shady Grove Elem","Elementary","120","114","2","4","95","99","4","1"
"2026-02-05","Parkwood Elem","Elementary","117","112","2","3","96","98","5","1"
"2026-02-05","Willowbrook Elem","Elementary","114","109","3","2","96","97","3","1"
"2026-02-05","Willis Lane Elem","Elementary","112","106","2","4","95","98","4","1"
"2026-02-05","Florence Elem","Elementary","111","108","2","1","97","99","2","1"
"2026-02-05","Basswood Elem","Elementary","110","108","3","0","98","98","4","1"
"2026-02-05","Parkview Elem","Elementary","108","103","3","2","95","97","4","1"
"2026-02-05","Liberty Elem","Elementary","106","101","1","4","95","97","2","1"
"2026-02-12","Keller HS","High School","2660","2580","80","0","97","99","27","27"
"2026-02-12","Timber Creek HS","High School","2565","2514","51","0","98","97","51","26"
"2026-02-12","Central HS","High School","2470","2371","25","74","96","99","99","25"
"2026-02-12","Foster HS","High School","2375","2280","24","71","96","97","48","24"
"2026-02-12","Indian Springs MS","Middle","1080","1026","22","32","95","99","43","11"
"2026-02-12","Hillwood MS","Middle","1035","994","10","31","96","99","10","10"
"2026-02-12","Trinity Springs MS","Middle","990","970","10","10","98","97","10","10"
"2026-02-12","Bear Creek MS","Middle","945","917","9","19","97","97","19","9"
"2026-02-12","Timberview MS","Middle","900","855","18","27","95","97","18","9"
"2026-02-12","Ridgeview MS","Middle","882","847","9","26","96","97","35","9"
"2026-02-12","Shady Grove Elem","Elementary","120","115","2","3","96","98","5","1"
"2026-02-12","Parkwood Elem","Elementary","117","115","4","0","98","97","1","1"
"2026-02-12","Willowbrook Elem","Elementary","114","112","3","0","98","99","2","1"
"2026-02-12","Willis Lane Elem","Elementary","112","108","2","2","96","97","4","1"
"2026-02-12","Florence Elem","Elementary","111","109","2","0","98","99","3","1"
"2026-02-12","Basswood Elem","Elementary","110","104","3","3","95","98","1","1"
"2026-02-12","Parkview Elem","Elementary","108","105","3","0","97","98","3","1"
"2026-02-12","Liberty Elem","Elementary","106","101","2","3","95","97","3","1"
